OBJECTID,neighborhood,Lat,Long,ucrDescription,number,reportMonth,reportYear
14044,Whittier,44.9555348,-93.2796514,Burglary,13,3,2019
14045,Whittier,44.9555348,-93.2796514,Homicide,0,3,2019
14046,Whittier,44.9555348,-93.2796514,Larceny,50,3,2019
14047,Whittier,44.9555348,-93.2796514,Rape,4,3,2019
14048,Whittier,44.9555348,-93.2796514,Robbery,5,3,2019
14049,Willard - Hay,44.9964492,-93.3112679,Aggravated Assault,5,3,2019
14050,Willard - Hay,44.9964492,-93.3112679,Arson,0,3,2019
14051,Willard - Hay,44.9964492,-93.3112679,Auto Theft,2,3,2019
14052,Willard - Hay,44.9964492,-93.3112679,Burglary,1,3,2019
14053,Willard - Hay,44.9964492,-93.3112679,Homicide,0,3,2019
14054,Willard - Hay,44.9964492,-93.3112679,Larceny,10,3,2019
14055,Willard - Hay,44.9964492,-93.3112679,Rape,1,3,2019
14056,Willard - Hay,44.9964492,-93.3112679,Robbery,0,3,2019
14057,Windom,44.8978338,-93.2832943,Aggravated Assault,1,3,2019
14058,Windom,44.8978338,-93.2832943,Arson,0,3,2019
14059,Windom,44.8978338,-93.2832943,Auto Theft,3,3,2019
14060,Windom,44.8978338,-93.2832943,Burglary,4,3,2019
14061,Windom,44.8978338,-93.2832943,Homicide,0,3,2019
14062,Windom,44.8978338,-93.2832943,Larceny,7,3,2019
14063,Windom,44.8978338,-93.2832943,Rape,0,3,2019
14064,Windom,44.8978338,-93.2832943,Robbery,0,3,2019
14065,Windom Park,45.0091148,-93.2356274,Aggravated Assault,1,3,2019
14066,Windom Park,45.0091148,-93.2356274,Arson,0,3,2019
14067,Windom Park,45.0091148,-93.2356274,Auto Theft,1,3,2019
14068,Windom Park,45.0091148,-93.2356274,Burglary,2,3,2019
14069,Windom Park,45.0091148,-93.2356274,Homicide,0,3,2019
14070,Windom Park,45.0091148,-93.2356274,Larceny,7,3,2019
14071,Windom Park,45.0091148,-93.2356274,Rape,1,3,2019
14072,Windom Park,45.0091148,-93.2356274,Robbery,0,3,2019
14073,Z_** NOT ASSIGNED **,#N/A,#N/A,Aggravated Assault,1,3,2019
14074,Z_** NOT ASSIGNED **,#N/A,#N/A,Arson,0,3,2019
14075,Z_** NOT ASSIGNED **,#N/A,#N/A,Auto Theft,2,3,2019
14076,Z_** NOT ASSIGNED **,#N/A,#N/A,Burglary,0,3,2019
14077,Z_** NOT ASSIGNED **,#N/A,#N/A,Homicide,0,3,2019
14078,Z_** NOT ASSIGNED **,#N/A,#N/A,Larceny,1,3,2019
14079,Z_** NOT ASSIGNED **,#N/A,#N/A,Rape,4,3,2019
14080,Z_** NOT ASSIGNED **,#N/A,#N/A,Robbery,2,3,2019
14081,Armatage,44.8984811,-93.3111949,Aggravated Assault,0,4,2019
14082,Armatage,44.8984811,-93.3111949,Arson,0,4,2019
14083,Armatage,44.8984811,-93.3111949,Auto Theft,2,4,2019
14084,Armatage,44.8984811,-93.3111949,Burglary,3,4,2019
14085,Armatage,44.8984811,-93.3111949,Homicide,0,4,2019
14086,Armatage,44.8984811,-93.3111949,Larceny,6,4,2019
14087,Armatage,44.8984811,-93.3111949,Rape,0,4,2019
14088,Armatage,44.8984811,-93.3111949,Robbery,0,4,2019
14089,Audubon Park,45.0172235,-93.2378076,Aggravated Assault,2,4,2019
14090,Audubon Park,45.0172235,-93.2378076,Arson,0,4,2019
14091,Audubon Park,45.0172235,-93.2378076,Auto Theft,3,4,2019
14092,Audubon Park,45.0172235,-93.2378076,Burglary,8,4,2019
14093,Audubon Park,45.0172235,-93.2378076,Homicide,0,4,2019
14094,Audubon Park,45.0172235,-93.2378076,Larceny,6,4,2019
14095,Audubon Park,45.0172235,-93.2378076,Rape,0,4,2019
14096,Audubon Park,45.0172235,-93.2378076,Robbery,1,4,2019
14097,Bancroft,44.9292714,-93.2545911,Aggravated Assault,0,4,2019
14098,Bancroft,44.9292714,-93.2545911,Arson,0,4,2019
14099,Bancroft,44.9292714,-93.2545911,Auto Theft,2,4,2019
14100,Bancroft,44.9292714,-93.2545911,Burglary,4,4,2019
14101,Bancroft,44.9292714,-93.2545911,Homicide,0,4,2019
14102,Bancroft,44.9292714,-93.2545911,Larceny,3,4,2019
14103,Bancroft,44.9292714,-93.2545911,Rape,0,4,2019
14104,Bancroft,44.9292714,-93.2545911,Robbery,0,4,2019
14105,Beltrami,44.994943,-93.2415998,Aggravated Assault,0,4,2019
14106,Beltrami,44.994943,-93.2415998,Arson,0,4,2019
14107,Beltrami,44.994943,-93.2415998,Auto Theft,0,4,2019
14108,Beltrami,44.994943,-93.2415998,Burglary,1,4,2019
14109,Beltrami,44.994943,-93.2415998,Homicide,0,4,2019
14110,Beltrami,44.994943,-93.2415998,Larceny,6,4,2019
14111,Beltrami,44.994943,-93.2415998,Rape,0,4,2019
14112,Beltrami,44.994943,-93.2415998,Robbery,0,4,2019
14113,Bottineau,45.0081846,-93.2683692,Aggravated Assault,0,4,2019
14114,Bottineau,45.0081846,-93.2683692,Arson,0,4,2019
14115,Bottineau,45.0081846,-93.2683692,Auto Theft,0,4,2019
14116,Bottineau,45.0081846,-93.2683692,Burglary,0,4,2019
14117,Bottineau,45.0081846,-93.2683692,Homicide,0,4,2019
14118,Bottineau,45.0081846,-93.2683692,Larceny,6,4,2019
14119,Bottineau,45.0081846,-93.2683692,Rape,0,4,2019
14120,Bottineau,45.0081846,-93.2683692,Robbery,1,4,2019
14121,Bryant,44.9311739,-93.269679,Aggravated Assault,0,4,2019
14122,Bryant,44.9311739,-93.269679,Arson,0,4,2019
14123,Bryant,44.9311739,-93.269679,Auto Theft,1,4,2019
14124,Bryant,44.9311739,-93.269679,Burglary,0,4,2019
14125,Bryant,44.9311739,-93.269679,Homicide,0,4,2019
14126,Bryant,44.9311739,-93.269679,Larceny,1,4,2019
14127,Bryant,44.9311739,-93.269679,Rape,0,4,2019
14128,Bryant,44.9311739,-93.269679,Robbery,0,4,2019
14129,Bryn - Mawr,44.9730509,-93.3136161,Aggravated Assault,0,4,2019
14130,Bryn - Mawr,44.9730509,-93.3136161,Arson,0,4,2019
14131,Bryn - Mawr,44.9730509,-93.3136161,Auto Theft,2,4,2019
14132,Bryn - Mawr,44.9730509,-93.3136161,Burglary,3,4,2019
14133,Bryn - Mawr,44.9730509,-93.3136161,Homicide,0,4,2019
14134,Bryn - Mawr,44.9730509,-93.3136161,Larceny,0,4,2019
14135,Bryn - Mawr,44.9730509,-93.3136161,Rape,1,4,2019
14136,Bryn - Mawr,44.9730509,-93.3136161,Robbery,0,4,2019
14137,Camden Industrial,45.0356784,-93.2866941,Aggravated Assault,0,4,2019
14138,Camden Industrial,45.0356784,-93.2866941,Arson,0,4,2019
14139,Camden Industrial,45.0356784,-93.2866941,Auto Theft,1,4,2019
14140,Camden Industrial,45.0356784,-93.2866941,Burglary,0,4,2019
14141,Camden Industrial,45.0356784,-93.2866941,Homicide,0,4,2019
14142,Camden Industrial,45.0356784,-93.2866941,Larceny,0,4,2019
14143,Camden Industrial,45.0356784,-93.2866941,Rape,0,4,2019
14144,Camden Industrial,45.0356784,-93.2866941,Robbery,0,4,2019
14145,CARAG,44.9410562,-93.2910616,Aggravated Assault,1,4,2019
14146,CARAG,44.9410562,-93.2910616,Arson,0,4,2019
14147,CARAG,44.9410562,-93.2910616,Auto Theft,3,4,2019
14148,CARAG,44.9410562,-93.2910616,Burglary,3,4,2019
14149,CARAG,44.9410562,-93.2910616,Homicide,0,4,2019
14150,CARAG,44.9410562,-93.2910616,Larceny,18,4,2019
14151,CARAG,44.9410562,-93.2910616,Rape,0,4,2019
14152,CARAG,44.9410562,-93.2910616,Robbery,0,4,2019
14153,Cedar - Isles - Dean,44.9541657,-93.3215343,Aggravated Assault,1,4,2019
14154,Cedar - Isles - Dean,44.9541657,-93.3215343,Arson,0,4,2019
14155,Cedar - Isles - Dean,44.9541657,-93.3215343,Auto Theft,0,4,2019
14156,Cedar - Isles - Dean,44.9541657,-93.3215343,Burglary,0,4,2019
14157,Cedar - Isles - Dean,44.9541657,-93.3215343,Homicide,0,4,2019
14158,Cedar - Isles - Dean,44.9541657,-93.3215343,Larceny,2,4,2019
14159,Cedar - Isles - Dean,44.9541657,-93.3215343,Rape,0,4,2019
14160,Cedar - Isles - Dean,44.9541657,-93.3215343,Robbery,0,4,2019
14161,Cedar Riverside,44.9668972,-93.2434698,Aggravated Assault,1,4,2019
14162,Cedar Riverside,44.9668972,-93.2434698,Arson,0,4,2019
14163,Cedar Riverside,44.9668972,-93.2434698,Auto Theft,5,4,2019
14164,Cedar Riverside,44.9668972,-93.2434698,Burglary,2,4,2019
14165,Cedar Riverside,44.9668972,-93.2434698,Homicide,0,4,2019
14166,Cedar Riverside,44.9668972,-93.2434698,Larceny,17,4,2019
14167,Cedar Riverside,44.9668972,-93.2434698,Rape,0,4,2019
14168,Cedar Riverside,44.9668972,-93.2434698,Robbery,3,4,2019
14169,Central,44.976463,-93.2761116,Aggravated Assault,2,4,2019
14170,Central,44.976463,-93.2761116,Arson,0,4,2019
14171,Central,44.976463,-93.2761116,Auto Theft,5,4,2019
14172,Central,44.976463,-93.2761116,Burglary,3,4,2019
14173,Central,44.976463,-93.2761116,Homicide,0,4,2019
14174,Central,44.976463,-93.2761116,Larceny,7,4,2019
14175,Central,44.976463,-93.2761116,Rape,0,4,2019
14176,Central,44.976463,-93.2761116,Robbery,2,4,2019
14177,Cleveland,45.0197135,-93.313961,Aggravated Assault,3,4,2019
14178,Cleveland,45.0197135,-93.313961,Arson,0,4,2019
14179,Cleveland,45.0197135,-93.313961,Auto Theft,1,4,2019
14180,Cleveland,45.0197135,-93.313961,Burglary,1,4,2019
14181,Cleveland,45.0197135,-93.313961,Homicide,0,4,2019
14182,Cleveland,45.0197135,-93.313961,Larceny,2,4,2019
14183,Cleveland,45.0197135,-93.313961,Rape,0,4,2019
14184,Cleveland,45.0197135,-93.313961,Robbery,0,4,2019
14185,Columbia Park,45.0259608,-93.2590201,Aggravated Assault,0,4,2019
14186,Columbia Park,45.0259608,-93.2590201,Arson,0,4,2019
14187,Columbia Park,45.0259608,-93.2590201,Auto Theft,1,4,2019
14188,Columbia Park,45.0259608,-93.2590201,Burglary,0,4,2019
14189,Columbia Park,45.0259608,-93.2590201,Homicide,0,4,2019
14190,Columbia Park,45.0259608,-93.2590201,Larceny,0,4,2019
14191,Columbia Park,45.0259608,-93.2590201,Rape,0,4,2019
14192,Columbia Park,45.0259608,-93.2590201,Robbery,1,4,2019
14193,Como,44.9850805,-93.2190331,Aggravated Assault,1,4,2019
14194,Como,44.9850805,-93.2190331,Arson,0,4,2019
14195,Como,44.9850805,-93.2190331,Auto Theft,1,4,2019
14196,Como,44.9850805,-93.2190331,Burglary,8,4,2019
14197,Como,44.9850805,-93.2190331,Homicide,0,4,2019
14198,Como,44.9850805,-93.2190331,Larceny,12,4,2019
14199,Como,44.9850805,-93.2190331,Rape,0,4,2019
14200,Como,44.9850805,-93.2190331,Robbery,1,4,2019
14201,Cooper,44.9480046,-93.2106111,Aggravated Assault,1,4,2019
14202,Cooper,44.9480046,-93.2106111,Arson,0,4,2019
14203,Cooper,44.9480046,-93.2106111,Auto Theft,1,4,2019
14204,Cooper,44.9480046,-93.2106111,Burglary,2,4,2019
14205,Cooper,44.9480046,-93.2106111,Homicide,0,4,2019
14206,Cooper,44.9480046,-93.2106111,Larceny,4,4,2019
14207,Cooper,44.9480046,-93.2106111,Rape,0,4,2019
14208,Cooper,44.9480046,-93.2106111,Robbery,0,4,2019
14209,Corcoran,44.9424912,-93.2407645,Aggravated Assault,0,4,2019
14210,Corcoran,44.9424912,-93.2407645,Arson,0,4,2019
14211,Corcoran,44.9424912,-93.2407645,Auto Theft,3,4,2019
14212,Corcoran,44.9424912,-93.2407645,Burglary,3,4,2019
14213,Corcoran,44.9424912,-93.2407645,Homicide,0,4,2019
14214,Corcoran,44.9424912,-93.2407645,Larceny,13,4,2019
14215,Corcoran,44.9424912,-93.2407645,Rape,0,4,2019
14216,Corcoran,44.9424912,-93.2407645,Robbery,1,4,2019
14217,Diamond Lake,44.8961119,-93.2628247,Aggravated Assault,2,4,2019
14218,Diamond Lake,44.8961119,-93.2628247,Arson,0,4,2019
14219,Diamond Lake,44.8961119,-93.2628247,Auto Theft,2,4,2019
14220,Diamond Lake,44.8961119,-93.2628247,Burglary,0,4,2019
14221,Diamond Lake,44.8961119,-93.2628247,Homicide,0,4,2019
14222,Diamond Lake,44.8961119,-93.2628247,Larceny,2,4,2019
14223,Diamond Lake,44.8961119,-93.2628247,Rape,0,4,2019
14224,Diamond Lake,44.8961119,-93.2628247,Robbery,0,4,2019
14225,Downtown East,44.9759107,-93.2545872,Aggravated Assault,0,4,2019
14226,Downtown East,44.9759107,-93.2545872,Arson,0,4,2019
14227,Downtown East,44.9759107,-93.2545872,Auto Theft,6,4,2019
14228,Downtown East,44.9759107,-93.2545872,Burglary,1,4,2019
14229,Downtown East,44.9759107,-93.2545872,Homicide,0,4,2019
14230,Downtown East,44.9759107,-93.2545872,Larceny,30,4,2019
14231,Downtown East,44.9759107,-93.2545872,Rape,1,4,2019
14232,Downtown East,44.9759107,-93.2545872,Robbery,0,4,2019
14233,Downtown West,44.9742101,-93.2733285,Aggravated Assault,5,4,2019
14234,Downtown West,44.9742101,-93.2733285,Arson,1,4,2019
14235,Downtown West,44.9742101,-93.2733285,Auto Theft,9,4,2019
14236,Downtown West,44.9742101,-93.2733285,Burglary,10,4,2019
14237,Downtown West,44.9742101,-93.2733285,Homicide,0,4,2019
14238,Downtown West,44.9742101,-93.2733285,Larceny,180,4,2019
14239,Downtown West,44.9742101,-93.2733285,Rape,4,4,2019
14240,Downtown West,44.9742101,-93.2733285,Robbery,14,4,2019
14241,East Harriet,44.9293225,-93.2935778,Aggravated Assault,0,4,2019
14242,East Harriet,44.9293225,-93.2935778,Arson,0,4,2019
14243,East Harriet,44.9293225,-93.2935778,Auto Theft,0,4,2019
14244,East Harriet,44.9293225,-93.2935778,Burglary,0,4,2019
14245,East Harriet,44.9293225,-93.2935778,Homicide,0,4,2019
14246,East Harriet,44.9293225,-93.2935778,Larceny,6,4,2019
14247,East Harriet,44.9293225,-93.2935778,Rape,0,4,2019
14248,East Harriet,44.9293225,-93.2935778,Robbery,0,4,2019
14249,East Isles,44.9559465,-93.3002709,Aggravated Assault,0,4,2019
14250,East Isles,44.9559465,-93.3002709,Arson,0,4,2019
14251,East Isles,44.9559465,-93.3002709,Auto Theft,2,4,2019
14252,East Isles,44.9559465,-93.3002709,Burglary,1,4,2019
14253,East Isles,44.9559465,-93.3002709,Homicide,0,4,2019
14254,East Isles,44.9559465,-93.3002709,Larceny,12,4,2019
14255,East Isles,44.9559465,-93.3002709,Rape,0,4,2019
14256,East Isles,44.9559465,-93.3002709,Robbery,1,4,2019
14257,East Phillips,44.9584409,-93.2538624,Aggravated Assault,10,4,2019
14258,East Phillips,44.9584409,-93.2538624,Arson,1,4,2019
14259,East Phillips,44.9584409,-93.2538624,Auto Theft,7,4,2019
14260,East Phillips,44.9584409,-93.2538624,Burglary,3,4,2019
14261,East Phillips,44.9584409,-93.2538624,Homicide,0,4,2019
14262,East Phillips,44.9584409,-93.2538624,Larceny,15,4,2019
14263,East Phillips,44.9584409,-93.2538624,Rape,2,4,2019
14264,East Phillips,44.9584409,-93.2538624,Robbery,9,4,2019
14265,ECCO,44.8558502,-93.2425252,Aggravated Assault,0,4,2019
14266,ECCO,44.8558502,-93.2425252,Arson,0,4,2019
14267,ECCO,44.8558502,-93.2425252,Auto Theft,2,4,2019
14268,ECCO,44.8558502,-93.2425252,Burglary,2,4,2019
14269,ECCO,44.8558502,-93.2425252,Homicide,0,4,2019
14270,ECCO,44.8558502,-93.2425252,Larceny,11,4,2019
14271,ECCO,44.8558502,-93.2425252,Rape,0,4,2019
14272,ECCO,44.8558502,-93.2425252,Robbery,0,4,2019
14273,Elliot Park,44.969848,-93.2627316,Aggravated Assault,6,4,2019
14274,Elliot Park,44.969848,-93.2627316,Arson,0,4,2019
14275,Elliot Park,44.969848,-93.2627316,Auto Theft,1,4,2019
14276,Elliot Park,44.969848,-93.2627316,Burglary,5,4,2019
14277,Elliot Park,44.969848,-93.2627316,Homicide,0,4,2019
14278,Elliot Park,44.969848,-93.2627316,Larceny,20,4,2019
14279,Elliot Park,44.969848,-93.2627316,Rape,2,4,2019
14280,Elliot Park,44.969848,-93.2627316,Robbery,1,4,2019
14281,Ericsson,44.9194499,-93.2307113,Aggravated Assault,1,4,2019
14282,Ericsson,44.9194499,-93.2307113,Arson,0,4,2019
14283,Ericsson,44.9194499,-93.2307113,Auto Theft,1,4,2019
14284,Ericsson,44.9194499,-93.2307113,Burglary,6,4,2019
14285,Ericsson,44.9194499,-93.2307113,Homicide,0,4,2019
14286,Ericsson,44.9194499,-93.2307113,Larceny,4,4,2019
14287,Ericsson,44.9194499,-93.2307113,Rape,0,4,2019
14288,Ericsson,44.9194499,-93.2307113,Robbery,0,4,2019
14289,Field,44.9148436,-93.269679,Aggravated Assault,0,4,2019
14290,Field,44.9148436,-93.269679,Arson,0,4,2019
14291,Field,44.9148436,-93.269679,Auto Theft,1,4,2019
14292,Field,44.9148436,-93.269679,Burglary,1,4,2019
14293,Field,44.9148436,-93.269679,Homicide,0,4,2019
14294,Field,44.9148436,-93.269679,Larceny,4,4,2019
14295,Field,44.9148436,-93.269679,Rape,0,4,2019
14296,Field,44.9148436,-93.269679,Robbery,0,4,2019
14297,Folwell,45.0201506,-93.2988263,Aggravated Assault,7,4,2019
14298,Folwell,45.0201506,-93.2988263,Arson,0,4,2019
14299,Folwell,45.0201506,-93.2988263,Auto Theft,2,4,2019
14300,Folwell,45.0201506,-93.2988263,Burglary,3,4,2019
14301,Folwell,45.0201506,-93.2988263,Homicide,0,4,2019
14302,Folwell,45.0201506,-93.2988263,Larceny,11,4,2019
14303,Folwell,45.0201506,-93.2988263,Rape,1,4,2019
14304,Folwell,45.0201506,-93.2988263,Robbery,1,4,2019
14305,Fulton,44.9121918,-93.3212646,Aggravated Assault,0,4,2019
14306,Fulton,44.9121918,-93.3212646,Arson,0,4,2019
14307,Fulton,44.9121918,-93.3212646,Auto Theft,0,4,2019
14308,Fulton,44.9121918,-93.3212646,Burglary,3,4,2019
14309,Fulton,44.9121918,-93.3212646,Homicide,0,4,2019
14310,Fulton,44.9121918,-93.3212646,Larceny,9,4,2019
14311,Fulton,44.9121918,-93.3212646,Rape,0,4,2019
14312,Fulton,44.9121918,-93.3212646,Robbery,1,4,2019
14313,Hale,44.9088522,-93.2524301,Aggravated Assault,0,4,2019
14314,Hale,44.9088522,-93.2524301,Arson,0,4,2019
14315,Hale,44.9088522,-93.2524301,Auto Theft,1,4,2019
14316,Hale,44.9088522,-93.2524301,Burglary,3,4,2019
14317,Hale,44.9088522,-93.2524301,Homicide,0,4,2019
14318,Hale,44.9088522,-93.2524301,Larceny,1,4,2019
14319,Hale,44.9088522,-93.2524301,Rape,0,4,2019
14320,Hale,44.9088522,-93.2524301,Robbery,0,4,2019
14321,Harrison,44.9815156,-93.303221,Aggravated Assault,0,4,2019
14322,Harrison,44.9815156,-93.303221,Arson,0,4,2019
14323,Harrison,44.9815156,-93.303221,Auto Theft,4,4,2019
14324,Harrison,44.9815156,-93.303221,Burglary,0,4,2019
14325,Harrison,44.9815156,-93.303221,Homicide,0,4,2019
14326,Harrison,44.9815156,-93.303221,Larceny,3,4,2019
14327,Harrison,44.9815156,-93.303221,Rape,0,4,2019
14328,Harrison,44.9815156,-93.303221,Robbery,0,4,2019
14329,Hawthorne,45.0059311,-93.2879962,Aggravated Assault,10,4,2019
14330,Hawthorne,45.0059311,-93.2879962,Arson,0,4,2019
14331,Hawthorne,45.0059311,-93.2879962,Auto Theft,5,4,2019
14332,Hawthorne,45.0059311,-93.2879962,Burglary,3,4,2019
14333,Hawthorne,45.0059311,-93.2879962,Homicide,0,4,2019
14334,Hawthorne,45.0059311,-93.2879962,Larceny,14,4,2019
14335,Hawthorne,45.0059311,-93.2879962,Rape,1,4,2019
14336,Hawthorne,45.0059311,-93.2879962,Robbery,3,4,2019
14337,Hiawatha,44.9200154,-93.2106111,Aggravated Assault,1,4,2019
14338,Hiawatha,44.9200154,-93.2106111,Arson,0,4,2019
14339,Hiawatha,44.9200154,-93.2106111,Auto Theft,3,4,2019
14340,Hiawatha,44.9200154,-93.2106111,Burglary,1,4,2019
14341,Hiawatha,44.9200154,-93.2106111,Homicide,0,4,2019
14342,Hiawatha,44.9200154,-93.2106111,Larceny,14,4,2019
14343,Hiawatha,44.9200154,-93.2106111,Rape,1,4,2019
14344,Hiawatha,44.9200154,-93.2106111,Robbery,1,4,2019
14345,Holland,45.0119978,-93.2574303,Aggravated Assault,5,4,2019
14346,Holland,45.0119978,-93.2574303,Arson,0,4,2019
14347,Holland,45.0119978,-93.2574303,Auto Theft,1,4,2019
14348,Holland,45.0119978,-93.2574303,Burglary,2,4,2019
14349,Holland,45.0119978,-93.2574303,Homicide,0,4,2019
14350,Holland,45.0119978,-93.2574303,Larceny,7,4,2019
14351,Holland,45.0119978,-93.2574303,Rape,0,4,2019
14352,Holland,45.0119978,-93.2574303,Robbery,2,4,2019
14353,Howe,44.9338711,-93.2156354,Aggravated Assault,1,4,2019
14354,Howe,44.9338711,-93.2156354,Arson,0,4,2019
14355,Howe,44.9338711,-93.2156354,Auto Theft,2,4,2019
14356,Howe,44.9338711,-93.2156354,Burglary,5,4,2019
14357,Howe,44.9338711,-93.2156354,Homicide,0,4,2019
14358,Howe,44.9338711,-93.2156354,Larceny,10,4,2019
14359,Howe,44.9338711,-93.2156354,Rape,0,4,2019
14360,Howe,44.9338711,-93.2156354,Robbery,0,4,2019
14361,Humboldt Industrial Area,45.042081,-93.3076868,Aggravated Assault,0,4,2019
14362,Humboldt Industrial Area,45.042081,-93.3076868,Arson,0,4,2019
14363,Humboldt Industrial Area,45.042081,-93.3076868,Auto Theft,0,4,2019
14364,Humboldt Industrial Area,45.042081,-93.3076868,Burglary,0,4,2019
14365,Humboldt Industrial Area,45.042081,-93.3076868,Homicide,0,4,2019
14366,Humboldt Industrial Area,45.042081,-93.3076868,Larceny,0,4,2019
14367,Humboldt Industrial Area,45.042081,-93.3076868,Rape,0,4,2019
14368,Humboldt Industrial Area,45.042081,-93.3076868,Robbery,0,4,2019
14369,Jordan,45.0060449,-93.3022593,Aggravated Assault,8,4,2019
14370,Jordan,45.0060449,-93.3022593,Arson,0,4,2019
14371,Jordan,45.0060449,-93.3022593,Auto Theft,3,4,2019
14372,Jordan,45.0060449,-93.3022593,Burglary,4,4,2019
14373,Jordan,45.0060449,-93.3022593,Homicide,0,4,2019
14374,Jordan,45.0060449,-93.3022593,Larceny,7,4,2019
14375,Jordan,45.0060449,-93.3022593,Rape,2,4,2019
14376,Jordan,45.0060449,-93.3022593,Robbery,1,4,2019
14377,Keewaydin,44.9099744,-93.2357376,Aggravated Assault,0,4,2019
14378,Keewaydin,44.9099744,-93.2357376,Arson,0,4,2019
14379,Keewaydin,44.9099744,-93.2357376,Auto Theft,0,4,2019
14380,Keewaydin,44.9099744,-93.2357376,Burglary,0,4,2019
14381,Keewaydin,44.9099744,-93.2357376,Homicide,0,4,2019
14382,Keewaydin,44.9099744,-93.2357376,Larceny,4,4,2019
14383,Keewaydin,44.9099744,-93.2357376,Rape,0,4,2019
14384,Keewaydin,44.9099744,-93.2357376,Robbery,0,4,2019
14385,Kenny,44.8989169,-93.2960941,Aggravated Assault,0,4,2019
14386,Kenny,44.8989169,-93.2960941,Arson,0,4,2019
14387,Kenny,44.8989169,-93.2960941,Auto Theft,0,4,2019
14388,Kenny,44.8989169,-93.2960941,Burglary,1,4,2019
14389,Kenny,44.8989169,-93.2960941,Homicide,0,4,2019
14390,Kenny,44.8989169,-93.2960941,Larceny,4,4,2019
14391,Kenny,44.8989169,-93.2960941,Rape,0,4,2019
14392,Kenny,44.8989169,-93.2960941,Robbery,0,4,2019
14393,Kenwood,44.9591051,-93.3120017,Aggravated Assault,0,4,2019
14394,Kenwood,44.9591051,-93.3120017,Arson,0,4,2019
14395,Kenwood,44.9591051,-93.3120017,Auto Theft,0,4,2019
14396,Kenwood,44.9591051,-93.3120017,Burglary,0,4,2019
14397,Kenwood,44.9591051,-93.3120017,Homicide,0,4,2019
14398,Kenwood,44.9591051,-93.3120017,Larceny,1,4,2019
14399,Kenwood,44.9591051,-93.3120017,Rape,0,4,2019
14400,Kenwood,44.9591051,-93.3120017,Robbery,0,4,2019
14401,King Field,44.9268577,-93.2805443,Aggravated Assault,0,4,2019
14402,King Field,44.9268577,-93.2805443,Arson,0,4,2019
14403,King Field,44.9268577,-93.2805443,Auto Theft,2,4,2019
14404,King Field,44.9268577,-93.2805443,Burglary,7,4,2019
14405,King Field,44.9268577,-93.2805443,Homicide,0,4,2019
14406,King Field,44.9268577,-93.2805443,Larceny,9,4,2019
14407,King Field,44.9268577,-93.2805443,Rape,0,4,2019
14408,King Field,44.9268577,-93.2805443,Robbery,1,4,2019
14409,Lind - Bohanon,45.0437181,-93.2914154,Aggravated Assault,4,4,2019
14410,Lind - Bohanon,45.0437181,-93.2914154,Arson,0,4,2019
14411,Lind - Bohanon,45.0437181,-93.2914154,Auto Theft,1,4,2019
14412,Lind - Bohanon,45.0437181,-93.2914154,Burglary,5,4,2019
14413,Lind - Bohanon,45.0437181,-93.2914154,Homicide,0,4,2019
14414,Lind - Bohanon,45.0437181,-93.2914154,Larceny,8,4,2019
14415,Lind - Bohanon,45.0437181,-93.2914154,Rape,1,4,2019
14416,Lind - Bohanon,45.0437181,-93.2914154,Robbery,0,4,2019
14417,Linden Hills,44.9284494,-93.3237824,Aggravated Assault,1,4,2019
14418,Linden Hills,44.9284494,-93.3237824,Arson,0,4,2019
14419,Linden Hills,44.9284494,-93.3237824,Auto Theft,1,4,2019
14420,Linden Hills,44.9284494,-93.3237824,Burglary,5,4,2019
14421,Linden Hills,44.9284494,-93.3237824,Homicide,0,4,2019
14422,Linden Hills,44.9284494,-93.3237824,Larceny,6,4,2019
14423,Linden Hills,44.9284494,-93.3237824,Rape,0,4,2019
14424,Linden Hills,44.9284494,-93.3237824,Robbery,0,4,2019
14425,Logan Park,45.0028347,-93.2513347,Aggravated Assault,2,4,2019
14426,Logan Park,45.0028347,-93.2513347,Arson,0,4,2019
14427,Logan Park,45.0028347,-93.2513347,Auto Theft,1,4,2019
14428,Logan Park,45.0028347,-93.2513347,Burglary,3,4,2019
14429,Logan Park,45.0028347,-93.2513347,Homicide,0,4,2019
14430,Logan Park,45.0028347,-93.2513347,Larceny,3,4,2019
14431,Logan Park,45.0028347,-93.2513347,Rape,0,4,2019
14432,Logan Park,45.0028347,-93.2513347,Robbery,0,4,2019
14433,Longfellow,44.9474391,-93.2307113,Aggravated Assault,4,4,2019
14434,Longfellow,44.9474391,-93.2307113,Arson,0,4,2019
14435,Longfellow,44.9474391,-93.2307113,Auto Theft,6,4,2019
14436,Longfellow,44.9474391,-93.2307113,Burglary,2,4,2019
14437,Longfellow,44.9474391,-93.2307113,Homicide,0,4,2019
14438,Longfellow,44.9474391,-93.2307113,Larceny,56,4,2019
14439,Longfellow,44.9474391,-93.2307113,Rape,0,4,2019
14440,Longfellow,44.9474391,-93.2307113,Robbery,2,4,2019
14441,Loring Park,44.9688325,-93.2793834,Aggravated Assault,7,4,2019
14442,Loring Park,44.9688325,-93.2793834,Arson,1,4,2019
14443,Loring Park,44.9688325,-93.2793834,Auto Theft,2,4,2019
14444,Loring Park,44.9688325,-93.2793834,Burglary,2,4,2019
14445,Loring Park,44.9688325,-93.2793834,Homicide,0,4,2019
14446,Loring Park,44.9688325,-93.2793834,Larceny,23,4,2019
