OBJECTID,neighborhood,Lat,Long,ucrDescription,number,reportMonth,reportYear
1,** NOT ASSIGNED **,#N/A,#N/A,Aggravated Assault,2,8,2017
2,** NOT ASSIGNED **,#N/A,#N/A,Arson,0,8,2017
3,** NOT ASSIGNED **,#N/A,#N/A,Auto Theft,3,8,2017
4,** NOT ASSIGNED **,#N/A,#N/A,Burglary,1,8,2017
5,** NOT ASSIGNED **,#N/A,#N/A,Homicide,0,8,2017
6,** NOT ASSIGNED **,#N/A,#N/A,Larceny,8,8,2017
7,** NOT ASSIGNED **,#N/A,#N/A,Rape,2,8,2017
8,** NOT ASSIGNED **,#N/A,#N/A,Robbery,1,8,2017
9,ARMATAGE,44.8984811,-93.3111949,Aggravated Assault,0,8,2017
10,ARMATAGE,44.8984811,-93.3111949,Arson,0,8,2017
11,ARMATAGE,44.8984811,-93.3111949,Auto Theft,1,8,2017
12,ARMATAGE,44.8984811,-93.3111949,Burglary,3,8,2017
13,ARMATAGE,44.8984811,-93.3111949,Homicide,0,8,2017
14,ARMATAGE,44.8984811,-93.3111949,Larceny,7,8,2017
15,ARMATAGE,44.8984811,-93.3111949,Rape,0,8,2017
16,ARMATAGE,44.8984811,-93.3111949,Robbery,0,8,2017
17,AUDUBON PARK,45.0172235,-93.2378076,Aggravated Assault,0,8,2017
18,AUDUBON PARK,45.0172235,-93.2378076,Arson,1,8,2017
19,AUDUBON PARK,45.0172235,-93.2378076,Auto Theft,2,8,2017
20,AUDUBON PARK,45.0172235,-93.2378076,Burglary,4,8,2017
21,AUDUBON PARK,45.0172235,-93.2378076,Homicide,0,8,2017
22,AUDUBON PARK,45.0172235,-93.2378076,Larceny,13,8,2017
23,AUDUBON PARK,45.0172235,-93.2378076,Rape,0,8,2017
24,AUDUBON PARK,45.0172235,-93.2378076,Robbery,0,8,2017
25,BANCROFT,44.9292714,-93.2545911,Aggravated Assault,1,8,2017
26,BANCROFT,44.9292714,-93.2545911,Arson,0,8,2017
27,BANCROFT,44.9292714,-93.2545911,Auto Theft,1,8,2017
28,BANCROFT,44.9292714,-93.2545911,Burglary,4,8,2017
29,BANCROFT,44.9292714,-93.2545911,Homicide,0,8,2017
30,BANCROFT,44.9292714,-93.2545911,Larceny,5,8,2017
31,BANCROFT,44.9292714,-93.2545911,Rape,0,8,2017
32,BANCROFT,44.9292714,-93.2545911,Robbery,0,8,2017
33,BELTRAMI,44.994943,-93.2415998,Aggravated Assault,1,8,2017
34,BELTRAMI,44.994943,-93.2415998,Arson,0,8,2017
35,BELTRAMI,44.994943,-93.2415998,Auto Theft,0,8,2017
36,BELTRAMI,44.994943,-93.2415998,Burglary,0,8,2017
37,BELTRAMI,44.994943,-93.2415998,Homicide,0,8,2017
38,BELTRAMI,44.994943,-93.2415998,Larceny,2,8,2017
39,BELTRAMI,44.994943,-93.2415998,Rape,0,8,2017
40,BELTRAMI,44.994943,-93.2415998,Robbery,0,8,2017
41,BOTTINEAU,45.0081846,-93.2683692,Aggravated Assault,0,8,2017
42,BOTTINEAU,45.0081846,-93.2683692,Arson,0,8,2017
43,BOTTINEAU,45.0081846,-93.2683692,Auto Theft,0,8,2017
44,BOTTINEAU,45.0081846,-93.2683692,Burglary,0,8,2017
45,BOTTINEAU,45.0081846,-93.2683692,Homicide,0,8,2017
46,BOTTINEAU,45.0081846,-93.2683692,Larceny,0,8,2017
47,BOTTINEAU,45.0081846,-93.2683692,Rape,0,8,2017
48,BOTTINEAU,45.0081846,-93.2683692,Robbery,0,8,2017
49,BRYANT,44.9311739,-93.269679,Aggravated Assault,1,8,2017
50,BRYANT,44.9311739,-93.269679,Arson,0,8,2017
51,BRYANT,44.9311739,-93.269679,Auto Theft,0,8,2017
52,BRYANT,44.9311739,-93.269679,Burglary,6,8,2017
53,BRYANT,44.9311739,-93.269679,Homicide,0,8,2017
54,BRYANT,44.9311739,-93.269679,Larceny,2,8,2017
55,BRYANT,44.9311739,-93.269679,Rape,0,8,2017
56,BRYANT,44.9311739,-93.269679,Robbery,1,8,2017
57,BRYN - MAWR,44.9730509,-93.3136161,Aggravated Assault,0,8,2017
58,BRYN - MAWR,44.9730509,-93.3136161,Arson,0,8,2017
59,BRYN - MAWR,44.9730509,-93.3136161,Auto Theft,0,8,2017
60,BRYN - MAWR,44.9730509,-93.3136161,Burglary,3,8,2017
61,BRYN - MAWR,44.9730509,-93.3136161,Homicide,0,8,2017
62,BRYN - MAWR,44.9730509,-93.3136161,Larceny,4,8,2017
63,BRYN - MAWR,44.9730509,-93.3136161,Rape,0,8,2017
64,BRYN - MAWR,44.9730509,-93.3136161,Robbery,0,8,2017
65,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Aggravated Assault,1,8,2017
66,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Arson,0,8,2017
67,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Auto Theft,0,8,2017
68,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Burglary,1,8,2017
69,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Homicide,0,8,2017
70,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Larceny,2,8,2017
71,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Rape,0,8,2017
72,CAMDEN INDUSTRIAL,45.0356784,-93.2866941,Robbery,0,8,2017
73,CARAG,44.9410562,-93.2910616,Aggravated Assault,1,8,2017
74,CARAG,44.9410562,-93.2910616,Arson,0,8,2017
75,CARAG,44.9410562,-93.2910616,Auto Theft,4,8,2017
76,CARAG,44.9410562,-93.2910616,Burglary,5,8,2017
77,CARAG,44.9410562,-93.2910616,Homicide,0,8,2017
78,CARAG,44.9410562,-93.2910616,Larceny,20,8,2017
79,CARAG,44.9410562,-93.2910616,Rape,2,8,2017
80,CARAG,44.9410562,-93.2910616,Robbery,1,8,2017
81,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Aggravated Assault,1,8,2017
82,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Arson,0,8,2017
83,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Auto Theft,1,8,2017
84,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Burglary,1,8,2017
85,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Homicide,0,8,2017
86,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Larceny,12,8,2017
87,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Rape,0,8,2017
88,CEDAR - ISLES - DEAN,44.9541657,-93.3215343,Robbery,0,8,2017
89,CEDAR RIVERSIDE,44.9668972,-93.2434698,Aggravated Assault,6,8,2017
90,CEDAR RIVERSIDE,44.9668972,-93.2434698,Arson,0,8,2017
91,CEDAR RIVERSIDE,44.9668972,-93.2434698,Auto Theft,8,8,2017
92,CEDAR RIVERSIDE,44.9668972,-93.2434698,Burglary,4,8,2017
93,CEDAR RIVERSIDE,44.9668972,-93.2434698,Homicide,1,8,2017
94,CEDAR RIVERSIDE,44.9668972,-93.2434698,Larceny,31,8,2017
95,CEDAR RIVERSIDE,44.9668972,-93.2434698,Rape,1,8,2017
96,CEDAR RIVERSIDE,44.9668972,-93.2434698,Robbery,4,8,2017
97,CENTRAL,44.976463,-93.2761116,Aggravated Assault,11,8,2017
98,CENTRAL,44.976463,-93.2761116,Arson,0,8,2017
99,CENTRAL,44.976463,-93.2761116,Auto Theft,4,8,2017
100,CENTRAL,44.976463,-93.2761116,Burglary,11,8,2017
101,CENTRAL,44.976463,-93.2761116,Homicide,0,8,2017
102,CENTRAL,44.976463,-93.2761116,Larceny,14,8,2017
103,CENTRAL,44.976463,-93.2761116,Rape,3,8,2017
104,CENTRAL,44.976463,-93.2761116,Robbery,6,8,2017
105,CLEVELAND,45.0197135,-93.313961,Aggravated Assault,1,8,2017
106,CLEVELAND,45.0197135,-93.313961,Arson,0,8,2017
107,CLEVELAND,45.0197135,-93.313961,Auto Theft,4,8,2017
108,CLEVELAND,45.0197135,-93.313961,Burglary,7,8,2017
109,CLEVELAND,45.0197135,-93.313961,Homicide,1,8,2017
110,CLEVELAND,45.0197135,-93.313961,Larceny,6,8,2017
111,CLEVELAND,45.0197135,-93.313961,Rape,1,8,2017
112,CLEVELAND,45.0197135,-93.313961,Robbery,2,8,2017
113,COLUMBIA PARK,45.0259608,-93.2590201,Aggravated Assault,1,8,2017
114,COLUMBIA PARK,45.0259608,-93.2590201,Arson,0,8,2017
115,COLUMBIA PARK,45.0259608,-93.2590201,Auto Theft,0,8,2017
116,COLUMBIA PARK,45.0259608,-93.2590201,Burglary,3,8,2017
117,COLUMBIA PARK,45.0259608,-93.2590201,Homicide,0,8,2017
118,COLUMBIA PARK,45.0259608,-93.2590201,Larceny,2,8,2017
119,COLUMBIA PARK,45.0259608,-93.2590201,Rape,0,8,2017
120,COLUMBIA PARK,45.0259608,-93.2590201,Robbery,1,8,2017
121,COMO,44.9850805,-93.2190331,Aggravated Assault,1,8,2017
122,COMO,44.9850805,-93.2190331,Arson,0,8,2017
123,COMO,44.9850805,-93.2190331,Auto Theft,2,8,2017
124,COMO,44.9850805,-93.2190331,Burglary,5,8,2017
125,COMO,44.9850805,-93.2190331,Homicide,0,8,2017
126,COMO,44.9850805,-93.2190331,Larceny,11,8,2017
127,COMO,44.9850805,-93.2190331,Rape,0,8,2017
128,COMO,44.9850805,-93.2190331,Robbery,2,8,2017
129,COOPER,44.9480046,-93.2106111,Aggravated Assault,1,8,2017
130,COOPER,44.9480046,-93.2106111,Arson,0,8,2017
131,COOPER,44.9480046,-93.2106111,Auto Theft,0,8,2017
132,COOPER,44.9480046,-93.2106111,Burglary,7,8,2017
133,COOPER,44.9480046,-93.2106111,Homicide,0,8,2017
134,COOPER,44.9480046,-93.2106111,Larceny,7,8,2017
135,COOPER,44.9480046,-93.2106111,Rape,0,8,2017
136,COOPER,44.9480046,-93.2106111,Robbery,0,8,2017
137,CORCORAN,44.9424912,-93.2407645,Aggravated Assault,0,8,2017
138,CORCORAN,44.9424912,-93.2407645,Arson,1,8,2017
139,CORCORAN,44.9424912,-93.2407645,Auto Theft,2,8,2017
140,CORCORAN,44.9424912,-93.2407645,Burglary,4,8,2017
141,CORCORAN,44.9424912,-93.2407645,Homicide,0,8,2017
142,CORCORAN,44.9424912,-93.2407645,Larceny,13,8,2017
143,CORCORAN,44.9424912,-93.2407645,Rape,0,8,2017
144,CORCORAN,44.9424912,-93.2407645,Robbery,1,8,2017
145,DIAMOND LAKE,44.8961119,-93.2628247,Aggravated Assault,0,8,2017
146,DIAMOND LAKE,44.8961119,-93.2628247,Arson,0,8,2017
147,DIAMOND LAKE,44.8961119,-93.2628247,Auto Theft,2,8,2017
148,DIAMOND LAKE,44.8961119,-93.2628247,Burglary,4,8,2017
149,DIAMOND LAKE,44.8961119,-93.2628247,Homicide,0,8,2017
150,DIAMOND LAKE,44.8961119,-93.2628247,Larceny,7,8,2017
151,DIAMOND LAKE,44.8961119,-93.2628247,Rape,0,8,2017
152,DIAMOND LAKE,44.8961119,-93.2628247,Robbery,0,8,2017
153,DOWNTOWN EAST,44.9759107,-93.2545872,Aggravated Assault,0,8,2017
154,DOWNTOWN EAST,44.9759107,-93.2545872,Arson,0,8,2017
155,DOWNTOWN EAST,44.9759107,-93.2545872,Auto Theft,1,8,2017
156,DOWNTOWN EAST,44.9759107,-93.2545872,Burglary,0,8,2017
157,DOWNTOWN EAST,44.9759107,-93.2545872,Homicide,0,8,2017
158,DOWNTOWN EAST,44.9759107,-93.2545872,Larceny,26,8,2017
159,DOWNTOWN EAST,44.9759107,-93.2545872,Rape,0,8,2017
160,DOWNTOWN EAST,44.9759107,-93.2545872,Robbery,0,8,2017
161,DOWNTOWN WEST,44.9742101,-93.2733285,Aggravated Assault,22,8,2017
162,DOWNTOWN WEST,44.9742101,-93.2733285,Arson,0,8,2017
163,DOWNTOWN WEST,44.9742101,-93.2733285,Auto Theft,13,8,2017
164,DOWNTOWN WEST,44.9742101,-93.2733285,Burglary,8,8,2017
165,DOWNTOWN WEST,44.9742101,-93.2733285,Homicide,0,8,2017
166,DOWNTOWN WEST,44.9742101,-93.2733285,Larceny,162,8,2017
167,DOWNTOWN WEST,44.9742101,-93.2733285,Rape,2,8,2017
168,DOWNTOWN WEST,44.9742101,-93.2733285,Robbery,36,8,2017
169,EAST HARRIET,44.9293225,-93.2935778,Aggravated Assault,0,8,2017
170,EAST HARRIET,44.9293225,-93.2935778,Arson,0,8,2017
171,EAST HARRIET,44.9293225,-93.2935778,Auto Theft,0,8,2017
172,EAST HARRIET,44.9293225,-93.2935778,Burglary,2,8,2017
173,EAST HARRIET,44.9293225,-93.2935778,Homicide,0,8,2017
174,EAST HARRIET,44.9293225,-93.2935778,Larceny,11,8,2017
175,EAST HARRIET,44.9293225,-93.2935778,Rape,0,8,2017
176,EAST HARRIET,44.9293225,-93.2935778,Robbery,0,8,2017
177,EAST ISLES,44.9559465,-93.3002709,Aggravated Assault,0,8,2017
178,EAST ISLES,44.9559465,-93.3002709,Arson,0,8,2017
179,EAST ISLES,44.9559465,-93.3002709,Auto Theft,2,8,2017
180,EAST ISLES,44.9559465,-93.3002709,Burglary,11,8,2017
181,EAST ISLES,44.9559465,-93.3002709,Homicide,0,8,2017
182,EAST ISLES,44.9559465,-93.3002709,Larceny,23,8,2017
183,EAST ISLES,44.9559465,-93.3002709,Rape,0,8,2017
184,EAST ISLES,44.9559465,-93.3002709,Robbery,0,8,2017
185,EAST PHILLIPS,44.9584409,-93.2538624,Aggravated Assault,5,8,2017
186,EAST PHILLIPS,44.9584409,-93.2538624,Arson,0,8,2017
187,EAST PHILLIPS,44.9584409,-93.2538624,Auto Theft,1,8,2017
188,EAST PHILLIPS,44.9584409,-93.2538624,Burglary,1,8,2017
189,EAST PHILLIPS,44.9584409,-93.2538624,Homicide,0,8,2017
190,EAST PHILLIPS,44.9584409,-93.2538624,Larceny,11,8,2017
191,EAST PHILLIPS,44.9584409,-93.2538624,Rape,0,8,2017
192,EAST PHILLIPS,44.9584409,-93.2538624,Robbery,9,8,2017
193,ECCO,44.8558502,-93.2425252,Aggravated Assault,0,8,2017
194,ECCO,44.8558502,-93.2425252,Arson,0,8,2017
195,ECCO,44.8558502,-93.2425252,Auto Theft,1,8,2017
196,ECCO,44.8558502,-93.2425252,Burglary,4,8,2017
197,ECCO,44.8558502,-93.2425252,Homicide,0,8,2017
198,ECCO,44.8558502,-93.2425252,Larceny,18,8,2017
199,ECCO,44.8558502,-93.2425252,Rape,0,8,2017
200,ECCO,44.8558502,-93.2425252,Robbery,0,8,2017
201,ELLIOT PARK,44.969848,-93.2627316,Aggravated Assault,10,8,2017
202,ELLIOT PARK,44.969848,-93.2627316,Arson,0,8,2017
203,ELLIOT PARK,44.969848,-93.2627316,Auto Theft,6,8,2017
204,ELLIOT PARK,44.969848,-93.2627316,Burglary,4,8,2017
205,ELLIOT PARK,44.969848,-93.2627316,Homicide,0,8,2017
206,ELLIOT PARK,44.969848,-93.2627316,Larceny,26,8,2017
207,ELLIOT PARK,44.969848,-93.2627316,Rape,1,8,2017
208,ELLIOT PARK,44.969848,-93.2627316,Robbery,4,8,2017
209,ERICSSON,44.9194499,-93.2307113,Aggravated Assault,0,8,2017
210,ERICSSON,44.9194499,-93.2307113,Arson,0,8,2017
211,ERICSSON,44.9194499,-93.2307113,Auto Theft,1,8,2017
212,ERICSSON,44.9194499,-93.2307113,Burglary,4,8,2017
213,ERICSSON,44.9194499,-93.2307113,Homicide,0,8,2017
214,ERICSSON,44.9194499,-93.2307113,Larceny,2,8,2017
215,ERICSSON,44.9194499,-93.2307113,Rape,0,8,2017
216,ERICSSON,44.9194499,-93.2307113,Robbery,0,8,2017
217,FIELD,44.9148436,-93.269679,Aggravated Assault,0,8,2017
218,FIELD,44.9148436,-93.269679,Arson,0,8,2017
219,FIELD,44.9148436,-93.269679,Auto Theft,1,8,2017
220,FIELD,44.9148436,-93.269679,Burglary,1,8,2017
221,FIELD,44.9148436,-93.269679,Homicide,0,8,2017
222,FIELD,44.9148436,-93.269679,Larceny,6,8,2017
223,FIELD,44.9148436,-93.269679,Rape,0,8,2017
224,FIELD,44.9148436,-93.269679,Robbery,0,8,2017
225,FOLWELL,45.0201506,-93.2988263,Aggravated Assault,9,8,2017
226,FOLWELL,45.0201506,-93.2988263,Arson,0,8,2017
227,FOLWELL,45.0201506,-93.2988263,Auto Theft,4,8,2017
228,FOLWELL,45.0201506,-93.2988263,Burglary,11,8,2017
229,FOLWELL,45.0201506,-93.2988263,Homicide,1,8,2017
230,FOLWELL,45.0201506,-93.2988263,Larceny,7,8,2017
231,FOLWELL,45.0201506,-93.2988263,Rape,2,8,2017
232,FOLWELL,45.0201506,-93.2988263,Robbery,5,8,2017
233,FULTON,44.9121918,-93.3212646,Aggravated Assault,0,8,2017
234,FULTON,44.9121918,-93.3212646,Arson,0,8,2017
235,FULTON,44.9121918,-93.3212646,Auto Theft,1,8,2017
236,FULTON,44.9121918,-93.3212646,Burglary,4,8,2017
237,FULTON,44.9121918,-93.3212646,Homicide,0,8,2017
238,FULTON,44.9121918,-93.3212646,Larceny,3,8,2017
239,FULTON,44.9121918,-93.3212646,Rape,0,8,2017
240,FULTON,44.9121918,-93.3212646,Robbery,0,8,2017
241,HALE,44.9088522,-93.2524301,Aggravated Assault,0,8,2017
242,HALE,44.9088522,-93.2524301,Arson,0,8,2017
243,HALE,44.9088522,-93.2524301,Auto Theft,0,8,2017
244,HALE,44.9088522,-93.2524301,Burglary,1,8,2017
245,HALE,44.9088522,-93.2524301,Homicide,0,8,2017
246,HALE,44.9088522,-93.2524301,Larceny,3,8,2017
247,HALE,44.9088522,-93.2524301,Rape,0,8,2017
248,HALE,44.9088522,-93.2524301,Robbery,0,8,2017
249,HARRISON,44.9815156,-93.303221,Aggravated Assault,2,8,2017
250,HARRISON,44.9815156,-93.303221,Arson,0,8,2017
251,HARRISON,44.9815156,-93.303221,Auto Theft,3,8,2017
252,HARRISON,44.9815156,-93.303221,Burglary,5,8,2017
253,HARRISON,44.9815156,-93.303221,Homicide,0,8,2017
254,HARRISON,44.9815156,-93.303221,Larceny,6,8,2017
255,HARRISON,44.9815156,-93.303221,Rape,1,8,2017
256,HARRISON,44.9815156,-93.303221,Robbery,0,8,2017
257,HAWTHORNE,45.0059311,-93.2879962,Aggravated Assault,9,8,2017
258,HAWTHORNE,45.0059311,-93.2879962,Arson,1,8,2017
259,HAWTHORNE,45.0059311,-93.2879962,Auto Theft,8,8,2017
260,HAWTHORNE,45.0059311,-93.2879962,Burglary,6,8,2017
261,HAWTHORNE,45.0059311,-93.2879962,Homicide,0,8,2017
262,HAWTHORNE,45.0059311,-93.2879962,Larceny,22,8,2017
263,HAWTHORNE,45.0059311,-93.2879962,Rape,0,8,2017
264,HAWTHORNE,45.0059311,-93.2879962,Robbery,2,8,2017
265,HIAWATHA,44.9200154,-93.2106111,Aggravated Assault,0,8,2017
266,HIAWATHA,44.9200154,-93.2106111,Arson,0,8,2017
267,HIAWATHA,44.9200154,-93.2106111,Auto Theft,3,8,2017
268,HIAWATHA,44.9200154,-93.2106111,Burglary,5,8,2017
269,HIAWATHA,44.9200154,-93.2106111,Homicide,0,8,2017
270,HIAWATHA,44.9200154,-93.2106111,Larceny,19,8,2017
271,HIAWATHA,44.9200154,-93.2106111,Rape,0,8,2017
272,HIAWATHA,44.9200154,-93.2106111,Robbery,2,8,2017
273,HOLLAND,45.0119978,-93.2574303,Aggravated Assault,1,8,2017
274,HOLLAND,45.0119978,-93.2574303,Arson,0,8,2017
275,HOLLAND,45.0119978,-93.2574303,Auto Theft,1,8,2017
276,HOLLAND,45.0119978,-93.2574303,Burglary,4,8,2017
277,HOLLAND,45.0119978,-93.2574303,Homicide,0,8,2017
278,HOLLAND,45.0119978,-93.2574303,Larceny,5,8,2017
279,HOLLAND,45.0119978,-93.2574303,Rape,0,8,2017
280,HOLLAND,45.0119978,-93.2574303,Robbery,4,8,2017
281,HOWE,44.9338711,-93.2156354,Aggravated Assault,1,8,2017
282,HOWE,44.9338711,-93.2156354,Arson,0,8,2017
283,HOWE,44.9338711,-93.2156354,Auto Theft,4,8,2017
284,HOWE,44.9338711,-93.2156354,Burglary,5,8,2017
285,HOWE,44.9338711,-93.2156354,Homicide,0,8,2017
286,HOWE,44.9338711,-93.2156354,Larceny,8,8,2017
287,HOWE,44.9338711,-93.2156354,Rape,0,8,2017
288,HOWE,44.9338711,-93.2156354,Robbery,0,8,2017
289,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Aggravated Assault,0,8,2017
290,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Arson,0,8,2017
291,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Auto Theft,0,8,2017
292,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Burglary,0,8,2017
293,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Homicide,0,8,2017
294,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Larceny,0,8,2017
295,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Rape,0,8,2017
296,HUMBOLDT INDUSTRIAL AREA,45.042081,-93.3076868,Robbery,0,8,2017
297,JORDAN,45.0060449,-93.3022593,Aggravated Assault,14,8,2017
298,JORDAN,45.0060449,-93.3022593,Arson,3,8,2017
299,JORDAN,45.0060449,-93.3022593,Auto Theft,9,8,2017
300,JORDAN,45.0060449,-93.3022593,Burglary,10,8,2017
301,JORDAN,45.0060449,-93.3022593,Homicide,0,8,2017
302,JORDAN,45.0060449,-93.3022593,Larceny,28,8,2017
303,JORDAN,45.0060449,-93.3022593,Rape,1,8,2017
304,JORDAN,45.0060449,-93.3022593,Robbery,8,8,2017
305,KEEWAYDIN,44.9099744,-93.2357376,Aggravated Assault,0,8,2017
306,KEEWAYDIN,44.9099744,-93.2357376,Arson,0,8,2017
307,KEEWAYDIN,44.9099744,-93.2357376,Auto Theft,1,8,2017
308,KEEWAYDIN,44.9099744,-93.2357376,Burglary,0,8,2017
309,KEEWAYDIN,44.9099744,-93.2357376,Homicide,0,8,2017
310,KEEWAYDIN,44.9099744,-93.2357376,Larceny,7,8,2017
311,KEEWAYDIN,44.9099744,-93.2357376,Rape,0,8,2017
312,KEEWAYDIN,44.9099744,-93.2357376,Robbery,0,8,2017
313,KENNY,44.8989169,-93.2960941,Aggravated Assault,0,8,2017
314,KENNY,44.8989169,-93.2960941,Arson,0,8,2017
315,KENNY,44.8989169,-93.2960941,Auto Theft,1,8,2017
316,KENNY,44.8989169,-93.2960941,Burglary,3,8,2017
317,KENNY,44.8989169,-93.2960941,Homicide,0,8,2017
318,KENNY,44.8989169,-93.2960941,Larceny,8,8,2017
319,KENNY,44.8989169,-93.2960941,Rape,0,8,2017
320,KENNY,44.8989169,-93.2960941,Robbery,0,8,2017
321,KENWOOD,44.9591051,-93.3120017,Aggravated Assault,1,8,2017
322,KENWOOD,44.9591051,-93.3120017,Arson,0,8,2017
323,KENWOOD,44.9591051,-93.3120017,Auto Theft,0,8,2017
324,KENWOOD,44.9591051,-93.3120017,Burglary,2,8,2017
325,KENWOOD,44.9591051,-93.3120017,Homicide,0,8,2017
326,KENWOOD,44.9591051,-93.3120017,Larceny,3,8,2017
327,KENWOOD,44.9591051,-93.3120017,Rape,0,8,2017
328,KENWOOD,44.9591051,-93.3120017,Robbery,1,8,2017
329,KING FIELD,44.9268577,-93.2805443,Aggravated Assault,1,8,2017
330,KING FIELD,44.9268577,-93.2805443,Arson,0,8,2017
331,KING FIELD,44.9268577,-93.2805443,Auto Theft,1,8,2017
332,KING FIELD,44.9268577,-93.2805443,Burglary,3,8,2017
333,KING FIELD,44.9268577,-93.2805443,Homicide,0,8,2017
334,KING FIELD,44.9268577,-93.2805443,Larceny,8,8,2017
335,KING FIELD,44.9268577,-93.2805443,Rape,1,8,2017
336,KING FIELD,44.9268577,-93.2805443,Robbery,0,8,2017
337,LIND - BOHANON,45.0437181,-93.2914154,Aggravated Assault,4,8,2017
338,LIND - BOHANON,45.0437181,-93.2914154,Arson,1,8,2017
339,LIND - BOHANON,45.0437181,-93.2914154,Auto Theft,0,8,2017
340,LIND - BOHANON,45.0437181,-93.2914154,Burglary,6,8,2017
341,LIND - BOHANON,45.0437181,-93.2914154,Homicide,0,8,2017
342,LIND - BOHANON,45.0437181,-93.2914154,Larceny,6,8,2017
343,LIND - BOHANON,45.0437181,-93.2914154,Rape,1,8,2017
344,LIND - BOHANON,45.0437181,-93.2914154,Robbery,0,8,2017
345,LINDEN HILLS,44.9284494,-93.3237824,Aggravated Assault,0,8,2017
346,LINDEN HILLS,44.9284494,-93.3237824,Arson,0,8,2017
347,LINDEN HILLS,44.9284494,-93.3237824,Auto Theft,1,8,2017
348,LINDEN HILLS,44.9284494,-93.3237824,Burglary,3,8,2017
349,LINDEN HILLS,44.9284494,-93.3237824,Homicide,0,8,2017
350,LINDEN HILLS,44.9284494,-93.3237824,Larceny,8,8,2017
351,LINDEN HILLS,44.9284494,-93.3237824,Rape,0,8,2017
352,LINDEN HILLS,44.9284494,-93.3237824,Robbery,0,8,2017
353,LOGAN PARK,45.0028347,-93.2513347,Aggravated Assault,2,8,2017
354,LOGAN PARK,45.0028347,-93.2513347,Arson,0,8,2017
355,LOGAN PARK,45.0028347,-93.2513347,Auto Theft,5,8,2017
356,LOGAN PARK,45.0028347,-93.2513347,Burglary,3,8,2017
357,LOGAN PARK,45.0028347,-93.2513347,Homicide,0,8,2017
358,LOGAN PARK,45.0028347,-93.2513347,Larceny,4,8,2017
359,LOGAN PARK,45.0028347,-93.2513347,Rape,0,8,2017
360,LOGAN PARK,45.0028347,-93.2513347,Robbery,0,8,2017
361,LONGFELLOW,44.9474391,-93.2307113,Aggravated Assault,1,8,2017
362,LONGFELLOW,44.9474391,-93.2307113,Arson,0,8,2017
363,LONGFELLOW,44.9474391,-93.2307113,Auto Theft,2,8,2017
364,LONGFELLOW,44.9474391,-93.2307113,Burglary,4,8,2017
365,LONGFELLOW,44.9474391,-93.2307113,Homicide,0,8,2017
366,LONGFELLOW,44.9474391,-93.2307113,Larceny,47,8,2017
367,LONGFELLOW,44.9474391,-93.2307113,Rape,1,8,2017
368,LONGFELLOW,44.9474391,-93.2307113,Robbery,2,8,2017
369,LORING PARK,44.9688325,-93.2793834,Aggravated Assault,3,8,2017
370,LORING PARK,44.9688325,-93.2793834,Arson,0,8,2017
371,LORING PARK,44.9688325,-93.2793834,Auto Theft,3,8,2017
372,LORING PARK,44.9688325,-93.2793834,Burglary,4,8,2017
373,LORING PARK,44.9688325,-93.2793834,Homicide,0,8,2017
374,LORING PARK,44.9688325,-93.2793834,Larceny,33,8,2017
375,LORING PARK,44.9688325,-93.2793834,Rape,1,8,2017
376,LORING PARK,44.9688325,-93.2793834,Robbery,7,8,2017
377,LOWRY HILL,44.9670505,-93.2954416,Aggravated Assault,0,8,2017
378,LOWRY HILL,44.9670505,-93.2954416,Arson,0,8,2017
379,LOWRY HILL,44.9670505,-93.2954416,Auto Theft,1,8,2017
380,LOWRY HILL,44.9670505,-93.2954416,Burglary,9,8,2017
381,LOWRY HILL,44.9670505,-93.2954416,Homicide,0,8,2017
382,LOWRY HILL,44.9670505,-93.2954416,Larceny,10,8,2017
383,LOWRY HILL,44.9670505,-93.2954416,Rape,0,8,2017
384,LOWRY HILL,44.9670505,-93.2954416,Robbery,0,8,2017
385,LOWRY HILL EAST,44.9550382,-93.2913289,Aggravated Assault,3,8,2017
386,LOWRY HILL EAST,44.9550382,-93.2913289,Arson,0,8,2017
387,LOWRY HILL EAST,44.9550382,-93.2913289,Auto Theft,3,8,2017
388,LOWRY HILL EAST,44.9550382,-93.2913289,Burglary,5,8,2017
